id,t_s,x_m,y_m,z_m,vx_ms,vy_ms,vz_ms
1.0,0.0,0.0,0.0,100.0,15.0,0.0,0.0
1.0,0.1,-10.0,-8.0,100.0,15.0,0.0,0.0
1.0,0.2,10.0,-8.0,100.0,15.0,0.0,0.0
1.0,0.30000000000000004,-20.0,-16.0,100.0,15.0,0.0,0.0
1.0,0.4,20.0,-16.0,100.0,15.0,0.0,0.0
1.0,0.5,1.529919613357319,-0.002194705142257846,100.0,14.999940705691758,-0.04217612750627336,0.0
1.0,0.6000000000000001,-8.47000227479219,-8.000369434896326,100.0,14.999998320587256,-0.007098054626944439,0.0
1.0,0.7000000000000001,11.529996705039466,-8.00044461934359,100.0,14.999997568152617,-0.008541394241952957,0.0
1.0,0.8,-18.470033490865788,-15.998582844759731,100.0,14.99997526979975,0.02723794037464084,0.0
1.0,0.9,21.52992688622341,-15.997906802865751,100.0,14.999946075275018,0.04022112431974962,0.0
1.0,1.0,3.059834370756488,-0.008592339039650518,100.0,14.999773415037454,-0.0824469376971775,0.0
1.0,1.1,-6.940004684830097,-8.00144601072436,100.0,14.99999358641065,-0.013871108080825607,0.0
1.0,1.2000000000000002,13.059993221988833,-8.001739645308964,100.0,14.999990724229995,-0.016681517139752643,0.0
1.0,1.3,-16.940069111236518,-15.994449178171173,100.0,14.999905348987742,0.05328715988785443,0.0
1.0,1.4000000000000001,23.059849507237757,-15.991807673287926,100.0,14.99979415793422,0.07858256551179021,0.0
1.0,1.5,4.5897335131825425,-0.019001708425061152,100.0,14.999512987400275,-0.12087241542429343,0.0
1.0,1.6,-5.41000753420902,-8.00319709405171,100.0,14.999986224206248,-0.020329132366022785,0.0
1.0,1.7000000000000002,14.589989111487322,-8.003844792125665,100.0,14.999980101270978,-0.024432795064549567,0.0
1.0,1.8,-15.410111367513363,-15.987718180749074,100.0,14.999796223294389,0.07818733684775057,0.0
1.0,1.9000000000000001,24.589758102863378,-15.981889274949358,100.0,14.999558070680829,0.1151420178456541,0.0
1.0,2.0,6.119607763740995,-0.033237657424942633,100.0,14.999172985638666,-0.15751110083831496,0.0
1.0,2.1,-3.8800110844830877,-8.005591056551243,100.0,14.999976623672072,-0.026481867218438315,0.0
1.0,2.2,16.119983997280254,-8.006721026086737,100.0,14.999966276361718,-0.03180735781514955,0.0
1.0,2.3000000000000003,-13.880164168542752,-15.978505048337828,100.0,14.999653352543596,0.10197697547803965,0.0
1.0,2.4000000000000004,26.11964429100211,-15.968332458021596,100.0,14.999250422146684,0.14995590596074868,0.0
1.0,2.5,7.649449198106538,-0.05112092229974087,100.0,14.99876576586669,-0.19242011502273468,0.0
1.0,2.6,-2.350015558364265,-8.008597251493363,100.0,14.999965139975759,-0.032338823602660535,0.0
1.0,2.7,17.649977560628294,-8.010330535769475,100.0,14.999949774476727,-0.03881704748659058,0.0
1.0,2.8000000000000003,-12.35023087818085,-15.966921109893352,100.0,14.99948170924605,0.12469344005663982,0.0
1.0,2.9000000000000004,27.649500946350653,-15.951312387033235,100.0,14.998882689460826,0.1830794029713829,0.0
1.0,3.0,9.179251123956814,-0.07247798869927422,100.0,14.99830256186843,-0.22565518529593204,0.0
1.0,3.1,-0.8200211431705269,-8.012185990595853,100.0,14.99995209612156,-0.0379092872314774,0.0
1.0,3.2,19.179969535101463,-8.01463670311995,100.0,14.99993107209081,-0.04547342657697843,0.0
1.0,3.3000000000000003,-10.82031436399698,-15.953073941865435,100.0,14.999285814611737,0.14637298790134953,0.0
1.0,3.4000000000000004,29.17932208738121,-15.930998666987207,100.0,14.998465296133848,0.21456644814284534,0.0
1.0,3.5,10.709007968855229,-0.09714095140767433,100.0,14.997793564463402,-0.2572706701903286,0.0
1.0,3.6,0.7099720059627315,-8.016328521233223,100.0,14.999937785183144,-0.04320232210124371,0.0
1.0,3.7,20.709959701734967,-8.019604075328244,100.0,14.999910600576301,-0.051787785419790476,0.0
1.0,3.8000000000000003,-9.29041704237435,-15.937067479293129,100.0,14.999069772149218,0.16705080125409588,0.0
1.0,3.9000000000000004,30.709102771119287,-15.907555467760696,100.0,14.998007685502495,0.24446976420016425,0.0
1.0,4.0,12.238715176076596,-0.1249473765525383,100.0,14.997247996101946,-0.2873195841152729,0.0
1.0,4.1000000000000005,2.239963763094587,-8.020997004006938,100.0,14.999922472408516,-0.048226774037399195,0.0
1.0,4.2,22.239947884525222,-8.025198337429767,100.0,14.99988874939881,-0.05777114901924879,0.0
1.0,4.3,-7.760540920249696,-15.91900212372086,100.0,14.998837299008004,0.18676101811209325,0.0
1.0,4.4,32.23883899527307,-15.881141646816168,100.0,14.997518389963691,0.2728408743221905,0.0
1.0,4.5,13.768369107897376,-0.15574016625287476,100.0,14.996674180952704,-0.3158536217087501,0.0
1.0,4.6000000000000005,3.7699540287009823,-8.026164490677308,100.0,14.99990639720308,-0.05299127424513291,0.0
1.0,4.7,23.769933946245878,-8.031386285575426,100.0,14.999865869123461,-0.06343428335779419,0.0
1.0,4.800000000000001,-6.230687633717739,-15.898974848038408,100.0,14.998591755209736,0.2055367620513455,0.0
1.0,4.9,33.7685276072918,-15.851910870247556,100.0,14.997005096213197,0.2997301188658548,0.0
1.0,5.0,15.297966955898618,-0.18936742568028084,100.0,14.9960796107292,-0.3429231818818341,0.0
1.0,5.1000000000000005,5.2999427270954085,-8.031804902457372,100.0,14.999889774996783,-0.05750424286080004,0.0
1.0,5.2,25.29991778456479,-8.038135800920115,100.0,14.999842274242704,-0.06878770123706197,0.0
1.0,5.300000000000001,-4.700858483711841,-15.877079298343574,100.0,14.99833617090428,0.2234101710852738,0.0
1.0,5.4,35.2981662199523,-15.820011732181948,100.0,14.996474706691751,0.3251866718587404,0.0
1.0,5.5,16.827506657854478,-0.2256823325075942,100.0,14.995471006488312,-0.36857739155894403,0.0
1.0,5.6000000000000005,6.829929804036272,-8.037893008668668,100.0,14.999872799000844,-0.0617738925002267,0.0
1.0,5.7,26.829899328444046,-8.04541582408485,100.0,14.999818245835856,-0.07384166770697065,0.0
1.0,5.800000000000001,-3.1710544689585296,-15.85340589292231,100.0,14.998073271777866,0.24041242559882467,0.0
1.0,5.9,36.827753133093125,-15.785587872553956,100.0,14.995933397430054,0.3492585572923453,0.0
1.0,6.0,18.356986820802593,-0.26454300871904823,100.0,14.994854376620456,-0.3928641291163878,0.0
1.0,6.1000000000000005,8.359915224509885,-8.044404405758415,100.0,14.9998556418596,-0.06580823180049716,0.0
1.0,6.2,28.35987853480612,-8.05319633015313,100.0,14.999794034069764,-0.07860620513150006,0.0
1.0,6.300000000000001,-1.6412763163909063,-15.828041918437247,100.0,14.997805502732025,0.2565737753961833,0.0
1.0,6.4,38.35728726113513,-15.748778093267351,100.0,14.995386672473806,0.37199266524348995,0.0
1.0,6.5,19.886406649914605,-0.3058123947557401,100.0,14.994235071239158,-0.4158300475213258,0.0
1.0,6.6000000000000005,9.889898970678578,-8.051315496677308,100.0,14.999838457202623,-0.06961506895221178,0.0
1.0,6.7,29.889855385450232,-8.06144830416679,100.0,14.999769860549328,-0.08309109793437375,0.0
1.0,6.800000000000001,-0.11152450919399537,-15.801071623411874,100.0,14.997535049944348,0.27192356589816896,0.0
1.0,6.9,39.88676806604536,-15.709716472756318,100.0,14.994839415060405,0.3934347678471255,0.0
1.0,7.0,21.415765882806024,-0.34935812597001803,100.0,14.993617833166525,-0.43752059717311914,0.0
1.0,7.1000000000000005,11.419881039983943,-8.058603470616825,100.0,14.999821381102104,-0.07320201521954114,0.0
1.0,7.2,31.419829884203832,-8.070143717090756,100.0,14.999745920526054,-0.08730589706309962,0.0
1.0,7.300000000000001,1.4182006873559796,-15.772576309094243,100.0,14.997263861415062,0.2864902635235004,0.0
1.0,7.4,41.41619549541861,-15.668532478956864,100.0,14.994295935710344,0.413629535140242,0.0
1.0,7.5,22.945064728944352,-0.3950524113622167,100.0,14.993006845700519,-0.45798004844900175,0.0
1.0,7.6000000000000005,12.949861443395736,-8.066246283104702,100.0,14.999804533440338,-0.07657648844569093,0.0
1.0,7.7,32.94980205429498,-8.079255502219794,100.0,14.999722384972127,-0.09125992420559519,0.0
1.0,7.800000000000001,2.9478992021068477,-15.74263441778071,100.0,14.996993666096476,0.3003014802863699,0.0
1.0,7.9,42.94556992536716,-15.625351080697362,100.0,14.99376001738827,0.4326205507935596,0.0
1.0,8.0,24.474303813832964,-0.44277191457303056,100.0,14.992405777340295,-0.4772515139561058,0.0
1.0,8.1,14.479840203797426,-8.074222636456978,100.0,14.999788019191913,-0.07974571654163652,0.0
1.0,8.200000000000001,34.479771935932085,-8.08875753200366,100.0,14.999699402527266,-0.09496227578987164,0.0
1.0,8.3,4.477571136158436,-15.711321618677172,100.0,14.996725991696403,0.31338399764114866,0.0
1.0,8.4,44.47489210792502,-15.580292857515952,100.0,14.993234957881313,0.4504503277451435,0.0
1.0,8.5,26.003484127666088,-0.492397637104718,100.0,14.991817823636536,-0.49537697049203505,0.0
1.0,8.6,16.009817354499855,-8.082511960584842,100.0,14.999771929624982,-0.08271674095619479,0.0
1.0,8.700000000000001,36.00973958407831,-8.098624595269982,100.0,14.9996771013249,-0.09842182679391752,0.0
1.0,8.8,6.0072167427705,-15.678710891372214,100.0,14.99646218124072,0.3257637896035373,0.0
1.0,8.9,46.00416312268773,-15.533474107911452,100.0,14.992723609535249,0.46716032374793154,0.0
1.0,9.0,27.532606978166818,-0.543814803744279,100.0,14.991245746325234,-0.5123972807164054,0.0
1.0,9.1,17.539792937874914,-8.091094394154256,100.0,14.999756343425906,-0.08549642012567686,0.0
1.0,9.200000000000001,37.53970506640847,-8.108832374826795,100.0,14.999655590704103,-0.10164723438996444,0.0
1.0,9.3,7.536836408926457,-15.644872606993845,100.0,14.996203408474868,0.3374660451760735,0.0
1.0,9.4,47.53338433242283,-15.485006956033539,100.0,14.992228416482728,0.4827909568413597,0.0
1.0,9.5,29.061673947336118,-0.5969127501617515,100.0,14.990691909895116,-0.5283522145360262,0.0
1.0,9.600000000000001,19.069767004101564,-8.09995076609625,100.0,14.999741327751266,-0.0880914329015155,0.0
1.0,9.700000000000001,39.069668461437004,-8.119357425429012,100.0,14.999634962813138,-0.10464694144468617,0.0
1.0,9.8,9.066430638436735,-15.609874607118687,100.0,14.995950692179083,0.34851519010459525,0.0
1.0,9.9,49.06255734239985,-15.434999456817234,100.0,14.99175144949163,0.49738162075574055,0.0
1.0,10.0,30.59068685185579,-0.6515848126568191,100.0,14.990158315731426,-0.5432804702066697,0.0
1.0,10.100000000000001,20.599739610016936,-8.109062577465535,100.0,14.999726939211182,-0.09050828195438737,0.0
1.0,10.200000000000001,40.59962985680615,-8.130177152095143,100.0,14.999615294110287,-0.10742917989454451,0.0
1.0,10.3,10.596000036473033,-15.57378228049999,100.0,14.995704909467426,0.3589349079910282,0.0
1.0,10.4,50.59168396320124,-15.38355569956612,100.0,14.99129443855597,0.5109707002567625,0.0
1.0,10.5,32.11964770690271,-0.7077282200270247,100.0,14.989646633971455,-0.5572196951546469,0.0
1.0,10.600000000000001,22.12971081806563,-8.118411983644998,100.0,14.99971322478757,-0.09275329715345834,0.0
1.0,10.700000000000001,42.12958934772406,-8.141269788762473,100.0,14.99959664676731,-0.1100019740134139,0.0
1.0,10.8,12.12554529543182,-15.536658637678329,100.0,14.995466808136266,0.36874816078670586,0.0
1.0,10.9,52.12076617678824,-15.330775909988205,100.0,14.990858803346269,0.5235955864363784,0.0
1.0,11.0,33.64855869314526,-0.7652439875310262,100.0,14.989158233200435,-0.5702065065216676,0.0
1.0,11.100000000000001,23.65968069534071,-8.127981776893472,100.0,14.99970022269097,-0.0948326389194731,0.0
