t_s,step_idx,n_drones,min_separation_m,max_separation_m,mean_separation_m,min_distance_to_goal_m,mean_distance_to_goal_m,max_distance_to_goal_m,mean_speed_ms,max_speed_ms
194.0,1940,5,7.901170775682422,1278.7526196576014,766.9123175924593,1012.5898012330659,1476.275727706819,2151.0744534417368,12.432378892552366,15.000000000000002
195.0,1950,5,7.901217210475193,1297.3112622205888,778.024029559876,997.4197690169105,1469.2892470384518,2156.488227582198,12.115026286504172,15.000000000000002
196.0,1960,5,7.901253604394423,1315.236138671605,788.7555121957672,982.2593146758207,1462.1119425977881,2161.420635345963,11.81286439088073,15.000000000000002
197.0,1970,5,7.901251012271169,1332.5638871973154,799.1289432817903,967.1080610116941,1454.7511343795775,2165.890127223015,11.527866911566816,15.000000000000002
198.0,1980,5,7.901234227908002,1349.3347307603053,809.1686421208548,951.9656456813295,1447.2157991450526,2169.919308848059,11.261268727408524,15.000000000000002
199.0,1990,5,7.901227378095382,1365.590905618282,818.9001285144175,936.8317206114114,1439.5160562756398,2173.5336332278284,11.013707244746135,15.000000000000002
200.0,2000,5,7.901231304419964,1381.3754088084258,828.3493710430819,921.7059514365269,1431.662741574087,2176.7603265762323,10.78534311492113,15.000000000000002
201.0,2010,5,7.901236093681625,1396.7309723650214,837.5412401546389,906.5880798671225,1423.6682741631782,2179.6275238074113,10.575962723238353,15.000000000000002
202.0,2020,5,7.901236686166996,1411.6991610958648,846.4990538874475,891.4781131529451,1415.5463004638775,2182.1635751467015,10.38506465527075,15.000000000000002
203.0,2030,5,7.809248663090469,1426.319988570889,855.2469427496696,876.3760830748979,1407.3080575466872,2184.396493756931,10.21193214666945,15.000000000000002
204.0,2040,5,7.6613652878864,1440.6315328663268,863.8079558530205,861.2820057351588,1398.9643500055247,2186.3535260075864,10.055693329927582,15.000000000000002
205.0,2050,5,7.522013528752256,1454.6696473973225,872.2037910084707,846.1958865952267,1390.5255489315657,2188.060829675044,9.915370908223846,15.000000000000002
206.0,2060,5,7.390701183826452,1468.0268723582565,880.1888123642824,831.1177212887876,1381.8553286173687,2189.178130251484,9.345427291647844,15.000000000000002
207.0,2070,5,7.266964447115468,1480.325497126737,887.5353669255985,816.0474963836127,1372.8251068837114,2189.3844900822755,9.066205177179594,15.000000000000002
208.0,2080,5,7.150366270301275,1492.0677303599625,894.5463987377095,800.9851900955006,1363.5983622718645,2189.0884908453227,9.238304101080093,15.000000000000002
209.0,2090,5,7.040494819040521,1503.7913535914915,901.5462346330069,785.9307729571277,1354.353364719351,2188.735658464631,9.140968406598763,15.000000000000002
210.0,2100,5,6.93696201834083,1515.815555655264,908.7273393993422,770.884208444472,1345.197810678646,2188.5952347218645,9.030855426769902,15.000000000000002
211.0,2110,5,6.8394021818436554,1528.090156066555,916.0594667474885,755.8454535633495,1336.1159665823873,2188.6281439462205,9.05604337159458,15.000000000000002
212.0,2120,5,6.747470720192963,1540.565889985352,923.512924722688,740.8144593984331,1327.092162821207,2188.7954658116087,9.122311950602654,15.000000000000002
213.0,2130,5,6.660842923908548,1553.2015576222273,931.0628858027301,725.7911716270029,1318.1132359002665,2189.0645356143887,9.171806310468824,15.000000000000002
214.0,2140,5,6.579212816499402,1565.9629283180159,938.6887257511522,710.7755309995179,1309.1682009882156,2189.408126341384,9.20732474232438,15.000000000000002
215.0,2150,5,6.502292073716622,1578.8217684720487,946.3734371151246,695.7674737890216,1300.2479600820345,2189.8037197466774,9.231326196824636,15.000000000000002
216.0,2160,5,6.4295436340750545,1591.7547595274573,954.1030121302316,680.7672004970583,1291.3450968064458,2190.2328583891103,9.244816366718634,15.000000000000002
217.0,2170,5,6.326319296056106,1604.7140604969725,961.8532812539777,665.8095895333067,1282.4606394417872,2190.6805712180585,9.235294195817627,15.000000000000002
218.0,2180,5,6.136087025108983,1617.635776442237,969.593506489506,650.9527166128481,1273.6017109041052,2191.1348658977986,9.215578876640745,15.000000000000002
219.0,2190,5,5.875950848743026,1630.5205895853583,977.3219652508939,636.180681988063,1264.7615845879282,2191.5862816020594,9.1998158432724,15.000000000000002
220.0,2200,5,5.59789553947167,1643.4022978552682,985.0520029032048,621.4415733600554,1255.9269613237502,2192.027496479374,9.190930820499583,15.000000000000002
221.0,2210,5,5.342935492773929,1653.9184509390768,991.3590448182333,606.6937867428643,1246.1649514642236,2190.146442349432,10.8969176598257,15.000000000000002
222.0,2220,5,5.174050265703745,1658.6003595402592,994.1492845769426,591.9286068845565,1234.1410323367436,2182.5826462747546,13.268696774381326,15.000000000000002
223.0,2230,5,5.155218098437525,1657.5953587080235,993.4989427801029,577.1870789653768,1219.9511554132955,2169.5031297218484,14.87607908583529,15.000000000000002
224.0,2240,5,5.2145045487723305,1654.9783601207787,991.8656473284724,562.5280380175278,1205.1981957112223,2154.8940139553274,14.830095102737266,15.000000000000002
225.0,2250,5,5.2631579416280045,1652.3478479781893,990.224328030636,547.9707464920664,1190.4954014308382,2140.313779672965,14.80040732593234,15.000000000000002
226.0,2260,5,5.2711397913717,1649.7283912825221,988.5960407696668,533.4827175997019,1175.8213624570396,2125.7564072887585,14.79080589667737,15.000000000000002
227.0,2270,5,5.2558111738060145,1647.165116489679,987.0065961880152,519.0090010928279,1161.1559918125351,2111.2179469223656,14.797147722561675,15.000000000000002
228.0,2280,5,5.241901308849673,1644.693847152053,985.4744314543286,504.5068617144603,1146.4861257445293,2096.695856989855,14.811584307018686,15.000000000000002
229.0,2290,5,5.238926390649139,1642.3273203897443,984.0058792576344,489.9612268496165,1131.8070014703521,2082.1885419723108,14.826467642789428,15.000000000000002
230.0,2300,5,5.242834222780283,1640.0587406192042,982.5972705562992,475.3799649458991,1117.1205713241861,2067.695037229087,14.836775244289623,15.000000000000002
231.0,2310,5,5.246782154487696,1637.8728384084504,981.2401255428213,460.7807337606936,1102.4323129437678,2053.2147973080528,14.84079897469455,15.000000000000002
232.0,2320,5,5.247815751477079,1635.7553431993922,979.9259700329206,446.1799499176704,1087.7480965074596,2038.747555152015,14.839501862494085,15.000000000000002
233.0,2330,5,5.246836233922582,1633.6974712069168,978.6491376999154,431.58767154258453,1073.0720940719252,2024.2932290734386,14.83523564113843,15.000000000000002
234.0,2340,5,5.2457236040200454,1631.6963383608295,977.4075035721,417.00721030933437,1058.406024553194,2009.8518615768996,14.83046949318712,15.000000000000002
235.0,2350,5,5.245380245404036,1629.7533957407704,976.2018276919332,402.43698851138686,1043.7494892467594,1995.4235792682505,14.826941105138445,15.000000000000002
236.0,2360,5,5.245620641188789,1627.872377526981,975.034480940078,387.87291100349967,1029.1008880775316,1981.0085666614345,14.825354247759929,15.000000000000002
237.0,2370,5,5.2459320409266725,1626.0574554597176,973.9081540389686,373.310461913436,1014.4584035992151,1966.6070491174673,14.825523600660492,15.000000000000002
238.0,2380,5,5.246042563972557,1624.3119057662864,972.8249255847747,358.74619085915225,999.8207046780963,1952.2192817735088,14.826757455668163,15.000000000000002
239.0,2390,5,5.24598516195733,1622.6374505113536,971.7858437778372,344.1784224419752,985.1872402286124,1937.8455423980251,14.8282671153015,15.000000000000002
240.0,2400,5,5.2458986090252395,1621.0342799536813,970.7909810667388,329.6071990869463,970.5581747221665,1923.486126819619,14.829459611551002,15.000000000000002
241.0,2410,5,5.245863865024238,1619.5015652466543,969.8397871295987,315.03368468137086,955.9341157649496,1909.1413460448096,14.830060430375383,15.000000000000004
242.0,2420,5,5.2458770636005125,1618.0381451850737,968.9315232623015,300.4593888477818,941.3157976984861,1894.8115244864616,14.83008776370453,15.000000000000002
243.0,2430,5,5.245900953212421,1616.6430922507031,968.065604934113,285.88553892731437,926.7038402678545,1880.4969989249662,14.829740499956321,15.000000000000002
244.0,2440,5,5.245911673492489,1615.3159090654271,967.241774564263,271.3128686352175,912.099350173981,1866.198117955137,14.828947966085945,14.999999999999998
245.0,2450,5,5.245908804815,1614.052166013938,966.457808101584,256.7463918083373,897.5106426528149,1851.915241757266,14.823883393157999,15.000000000000002
246.0,2460,5,5.245902258090127,1612.8386537075623,965.7056155821238,242.20062283820624,882.945260172943,1837.6487420866167,14.81223355130408,15.000000000000002
247.0,2470,5,5.245899000474273,1611.6609077205635,964.9762163133689,227.69126944800902,868.4095905209391,1823.3990024121745,14.794967878479772,15.000000000000002
248.0,2480,5,5.245899567568621,1610.5084987409734,964.263160998601,213.2294901897951,853.9082961258962,1809.1664181594215,14.774510809557617,14.999999999999998
249.0,2490,5,5.245901348317634,1609.3768473828384,963.5636301497631,198.8200015245991,839.4435024531012,1794.9513970276587,14.753401396130268,15.000000000000002
250.0,2500,5,5.24590232553527,1608.266462259177,962.8779430518018,184.46198919564873,825.0151179708857,1780.7543593627393,14.733430126336064,14.999999999999998
251.0,2510,5,5.245902233693772,1607.1807866445365,962.2082545847952,170.15149685693393,810.6222885492855,1766.5757385729585,14.706589104779848,15.0
252.0,2520,5,5.051718594219651,1606.1047860485096,961.5483271493604,155.90442377842533,796.3156056852916,1752.4159815803544,14.564145381089634,15.000000000000002
253.0,2530,5,4.98528002018583,1604.9105902198767,960.8241260406552,141.85719217597395,782.221908037325,1738.2755493026868,14.301911670857981,15.000000000000002
254.0,2540,5,5.150403544723142,1603.3740326643988,959.8981314642881,128.24764717481375,768.4451373486447,1724.154917163362,13.951018175692102,15.000000000000002
255.0,2550,5,5.245901598706825,1601.2944610625723,958.646550959275,115.28642588938165,755.0608345593721,1710.054575627893,13.537275428575947,15.0
256.0,2560,5,5.245901683849432,1598.5577470044723,956.9998667476991,103.09051701415582,742.1210925793881,1695.9750307663664,13.081895018767053,14.999999999999998
257.0,2570,5,5.245901687193671,1595.122567507337,954.9339453992119,91.69896518785609,729.6588279287936,1681.9168048419904,12.602132140124287,15.0
258.0,2580,5,5.235451010916548,1590.9797160471114,952.4441012558024,81.11678575872298,717.6914464537182,1667.8804369261952,12.11185590388588,15.000000000000004
259.0,2590,5,5.22597709013143,1586.1264398052574,949.528956765988,71.34240235432293,706.2239723942691,1653.8664835410398,11.62205331891731,15.000000000000002
260.0,2600,5,5.2367224412467595,1580.5631765501948,946.1886020828294,62.371134164621715,695.2517042384646,1639.8755193298757,11.14127270856848,15.000000000000002
261.0,2610,5,5.2459016348600755,1574.2996579593191,942.4286318104262,54.18878816315364,684.7624551248712,1625.908137757376,10.676012127093378,15.000000000000002
262.0,2620,5,5.245901642015266,1567.3582253705595,938.2623369037512,46.76824301796006,674.7384301194936,1611.9649518401275,10.231058079729408,14.999999999999998
263.0,2630,5,5.245901643090567,1559.7715711433398,933.7093348635533,40.07190319754396,665.1577875336575,1598.0465949091347,9.809779555231565,15.000000000000002
264.0,2640,5,5.24547601295803,1551.5781677544198,928.7927371854314,34.05654066408907,655.9959265986082,1584.1537214056013,9.414382061187325,15.000000000000002
265.0,2650,5,5.244421973771717,1542.8187778975696,923.5370019376603,28.67695693974773,647.22653928708,1570.2870077114924,9.046126021552368,14.999999999999998
266.0,2660,5,5.245070162616715,1533.5349369463866,917.967023957782,23.8875539516683,638.8224598800143,1556.4471530164196,8.70551356113713,15.000000000000002
267.0,2670,5,5.245901638900895,1523.7685309958017,912.1079036198153,19.64275214050931,630.7563420182764,1542.6348802224768,8.392447369998782,15.000000000000002
268.0,2680,5,5.245901639483968,1513.5614578291452,905.9847576790202,15.897321882482725,623.0011894489587,1528.8509368887283,8.106365017064878,15.000000000000002
269.0,2690,5,5.24590163962987,1502.955026362428,899.6223595871255,12.606986815797935,615.5307634635034,1515.0960962171137,7.846351770748413,15.000000000000002
270.0,2700,5,5.245899803303445,1491.989269403273,893.0447218255583,9.729114918016386,608.3198871167885,1501.3711580816052,7.611234687646286,15.0
271.0,2710,5,5.245795228826066,1480.702416806299,886.274775950513,7.2232405094075345,601.3446636966569,1487.6769501025303,7.399660450588949,15.000000000000002
272.0,2720,5,5.245829545451245,1469.130605527565,879.3341981233514,5.05133956765265,594.582624564528,1474.0143287680394,7.210159175546524,15.000000000000002
273.0,2730,5,5.245897745102467,1457.3077574635245,872.2433369239537,3.177931859027408,588.0128193913793,1460.384180604768,7.0411961638250755,15.000000000000002
274.0,2740,5,5.245901639350395,1445.2655313322387,865.0211853151129,1.5701079082087055,581.6158599506377,1446.7874233998066,6.891213351765491,15.0
275.0,2750,5,5.245901639365605,1433.0333022683617,857.6853684134812,0.1975289155385951,575.3739269816779,1433.2250074761662,6.758662004578419,15.000000000000002
276.0,2760,5,5.245901639356343,1420.6381675537689,850.252146514561,0.9675987981845542,569.6577877054747,1419.6979170239954,6.642028013520137,15.000000000000002
277.0,2770,5,5.245894272056356,1408.1049887670865,842.7364400201777,1.9505854106351765,564.0717883112613,1406.2071714898523,6.53985098563204,15.000000000000002
278.0,2780,5,5.245895605347327,1395.4564709148608,835.1518767639757,2.471545885582014,558.5327601490205,1392.7538270264095,6.450738161875124,15.000000000000002
279.0,2790,5,5.245900655665799,1382.7132685227766,827.510855636031,1.7863280439240254,553.03701194288,1379.3389780050222,6.373374061729722,15.000000000000002
280.0,2800,5,5.245901639344098,1369.8941065898584,819.8246191300019,1.2211220517204378,547.5812934279243,1365.9637585936048,6.306526629176819,15.000000000000002
281.0,2810,5,5.24590163934514,1357.0159083033705,812.103329908425,0.7593670352533737,542.1627680581302,1352.6293444023743,6.24905054537464,15.0
282.0,2820,5,5.2459016393457905,1344.0939258017002,804.3561491771699,0.3863369091769705,536.7789842670106,1339.3369541999598,6.1998882762319365,15.000000000000002
283.0,2830,5,5.245901153457095,1331.1418722238511,796.5913158410664,0.08899546575068633,531.42784660654,1326.087851702463,6.158069337410137,15.0
284.0,2840,5,5.245901149579338,1318.1720532981642,788.8162254033148,0.1441467385353965,526.1652463464359,1312.8833474380283,6.122708184042753,15.0
285.0,2850,5,5.2459015115933045,1305.1954963684193,781.0375073430095,0.32317162097885394,520.9460096839867,1299.7248006894808,6.093001066665356,15.000000000000002
286.0,2860,5,5.245901639356692,1292.2220749037497,773.2610997908977,0.45688701846372454,515.7368705573299,1286.6136215175632,6.068222137576796,15.000000000000002
287.0,2870,5,5.2459016393781335,1279.2606271243242,765.4923206787122,0.5529530241511028,510.53995300060296,1273.5512728672402,6.047719042233262,15.000000000000002
288.0,2880,5,5.245901639429712,1266.3190679877887,757.7359349088558,0.6180005279830783,505.3571975265119,1260.5392727594788,6.030908187522373,15.000000000000002
289.0,2890,5,5.245901609643504,1253.4044941769803,749.9962173291008,0.657741673337382,500.1903840906254,1247.5791965707926,6.017269842324245,15.000000000000002
290.0,2900,5,5.245901601246595,1240.5232819217267,742.2771928443551,0.6770721355468262,495.0413510985287,1234.6726794027043,6.006343198408649,15.0
291.0,2910,5,5.2459016270429455,1227.6915000621334,734.5897633736522,0.680165236454432,489.9171133443604,1221.831745862139,6.002278628114815,15.000000000000002
292.0,2920,5,5.245901642826624,1214.9288200794538,726.9443228603784,0.670558017561368,484.8233365025725,1209.0726358320642,6.008952972818898,15.0
293.0,2930,5,5.245901648159131,1202.2398419340514,719.3435969973959,0.6512295119674806,479.76124677516293,1196.3970476895581,6.01399283773338,15.0
294.0,2940,5,5.245901661649251,1189.6284690339776,711.7899446654404,0.6246715582265829,474.73193756495255,1183.8064533089685,6.0176707364214375,15.0
295.0,2950,5,5.245901694136466,1177.0982455575543,704.2855096685391,0.5929525729952173,469.73643793796725,1171.3023750563789,6.020223028355238,15.0
296.0,2960,5,5.245901779182962,1164.6524124353482,696.8322542407642,0.5577747542634883,464.77572469759633,1158.8863873823313,6.021853784125017,15.0
297.0,2970,5,5.245901999352935,1152.293957684426,689.4319891453072,0.5205252574918571,459.8507332637367,1146.5601184393242,6.022738491032991,15.0
298.0,2980,5,5.245902553639374,1140.0256614875905,682.0864006107553,0.48232204680807644,454.96236749331104,1134.3252517208118,6.023027721917819,15.0
299.0,2990,5,5.245903952792765,1127.8501363826651,674.7970743571564,0.44405555752016684,450.1115086631373,1122.1835277178743,6.022851173618678,15.000000000000002
300.0,3000,5,5.245907493079335,1115.7698628532523,667.5655986055752,0.4064285297584765,445.2991173275729,1110.136745589102,6.018817701493366,14.999999999999998
301.0,3010,5,5.245916450989801,1103.8296211090249,660.4319645643543,0.3699998517352226,440.55809481156956,1098.2291777026053,5.898923482908389,14.78782174075548
302.0,3020,5,5.081669020014273,1092.310308571065,653.5701945520689,0.3352481525073172,436.00748936364914,1086.741406648862,5.6212809593493125,14.152927393848547
303.0,3030,5,4.737779336435817,1081.4788909891022,647.1322966590708,0.3026989030952052,431.7451406244416,1075.9401628210576,5.244067411256726,13.246056797885604
304.0,3040,5,4.3440126276950055,1071.491279320213,641.2058970348928,0.273236105822911,427.8269418020924,1065.9811656159168,4.811339312033794,12.18240878348765
305.0,3050,5,3.9290207310933467,1062.4227075521676,635.8320120931893,0.24891436575288228,424.27867031621906,1056.9395170324674,4.355745830411957,11.046370342088291
306.0,3060,5,3.5132168721284134,1054.2914154713544,631.0188688326645,0.2349264516854213,421.10541498652185,1048.8334178096427,3.90134328948189,9.898346370194721
307.0,3070,5,3.1106661062613106,1047.0766143812182,626.7524372717851,0.24306955522156487,418.29911345170547,1041.6422151278693,3.465706163694071,8.780250964897936
308.0,3080,5,2.730599246737645,1040.7318007532813,623.004390015609,0.2934134766915543,415.84397036222447,1035.3199243265108,3.0615489263268114,7.719896259613683
309.0,3090,5,2.378615784644568,1035.19420001205,619.7381558842626,0.4097617612904138,413.71921474904775,1029.805194879875,2.6983534483278495,6.734477644061116
310.0,3100,5,2.0576322187361,1030.3907136113367,616.9137411768396,0.618811418145999,411.9014064590683,1025.0285232459485,2.3838817209785477,5.833322072567571
311.0,3110,5,1.7686234784998807,1026.2402007058922,614.4919796429363,0.9572163000526219,410.3672304271731,1020.9173623408628,2.1242790505722873,5.020038533284128
312.0,3120,5,1.5111972918420802,1022.6519149790939,612.4381420131465,1.4698340414701763,409.0935123208425,1017.3996441843942,1.9198913509358406,4.2941861365878395
313.0,3130,5,1.2840345363795063,1019.5238352312425,610.7212409291161,2.1809275756360806,408.05159755534885,1014.4061201086391,1.753175398064417,3.6525552126709684
314.0,3140,5,1.0852227851293854,1016.756695458613,609.3012852970456,3.0313294739129497,407.19749924083493,1011.8718310289255,1.5787431804819931,3.0901398443638732
315.0,3150,5,0.9125053242349105,1014.2970490386567,608.1147607151526,3.843857419406576,406.4721160261139,1009.7369466062922,1.35061156368215,2.600865994817485
316.0,3160,5,0.7634637777416254,1012.1660138894968,607.0940990316755,4.418894043379181,405.82518589801714,1007.9471540909908,1.0747086108031458,2.1781274515256195
317.0,3170,5,0.6356490183167899,1010.4152192872155,606.205362577385,4.519201725947905,405.24141834663396,1006.4537325350656,0.8057735056148143,1.81517186710198
318.0,3180,5,0.5266721762650769,1009.0536255755179,605.4487158769462,4.439956221697871,404.7357374307388,1005.2134133862226,0.6079735940605568,1.5053709392260348
319.0,3190,5,0.43426519449549766,1008.0238532707708,604.827631362161,4.4325967131651725,404.32313745711326,1004.1881020293318,0.5173701962186346,1.2424019785410567
320.0,3200,5,1.7734453035403905,1004.811712108738,602.5733857525728,3.01141329850163,403.6208857792212,1002.8517727273423,4.680589445837037,5.677399067578251
321.0,3210,5,4.16648853595958,990.8315690717494,593.6606620932935,6.212967006573631,403.9556802751348,996.6263677593294,10.664703496473452,11.651959438095911
322.0,3220,5,6.10887605106401,965.0226427617818,577.7404901487579,19.500765137045217,406.6554760195412,984.4015012428131,15.0,15.000000000000002
323.0,3230,5,6.109009798864594,934.4340244314155,559.3561531320926,34.74413235156737,409.6674724506317,969.1141652832117,15.0,15.000000000000002
324.0,3240,5,6.109002748389966,903.8390428643013,540.9732325618289,50.02280227129761,412.70740225339296,953.8200420335572,15.0,15.000000000000002
325.0,3250,5,6.1089511699278445,873.2411917524514,522.5921054383276,65.31188426718705,415.756271550956,938.52276405748,15.0,15.000000000000002
326.0,3260,5,6.1088937540853845,842.6420684410298,504.2126063784534,80.60537349086312,418.8091441327632,923.2240208747018,15.0,15.000000000000002
327.0,3270,5,6.108843986767301,812.042397328856,485.83442419055,95.90110774870301,421.86417874692614,907.9245981406718,15.0,15.000000000000002
328.0,3280,5,6.108804910687892,781.4425027102097,467.45725265223325,111.19812455199738,424.9205235250125,892.6248610411752,15.0,15.0
329.0,3290,5,6.108775675613289,750.8425267237354,449.0808377014009,126.49593434411885,427.97772442438065,877.3249791545031,15.0,15.000000000000002
330.0,3300,5,6.1087543188076605,720.2425294734448,430.7049837101264,141.79426405917434,431.035515071307,862.0250310757425,15.0,15.000000000000002
331.0,3310,5,6.108738853398386,689.6425347801854,412.32954565427633,157.0929506499103,434.0937283429647,846.7250531075448,15.0,15.000000000000002
332.0,3320,5,6.108727624318084,659.0425509137762,393.95441807956536,172.39189147756923,437.15225410237974,831.4250619210429,15.0,15.000000000000002
333.0,3330,5,6.108719366761993,628.44257986302,375.579524871352,187.6910191161624,440.2110169537674,816.1250650987347,15.0,15.000000000000002
334.0,3340,5,6.1087131584454015,597.8426213932925,357.20481096820595,202.99028767105415,443.2699636604655,800.8250660346963,15.0,15.000000000000002
335.0,3350,5,6.108708345626303,567.2426747634686,338.8302360539045,218.2896649414624,446.3290556314537,785.5250662075987,15.0,15.0
336.0,3360,5,6.108704473254968,536.6427394154848,320.45576990323735,233.58912772898435,449.3882642425216,770.2250662312842,15.0,15.000000000000002
337.0,3370,5,6.1087012283661295,506.04281523330997,302.0813889952446,248.88865892367184,452.4475678228053,754.9250663373634,15.0,15.000000000000002
338.0,3380,5,6.108698397411876,475.4429026411792,283.7070740506167,264.1882456358306,455.5069496581706,739.6250665946502,15.0,15.0
339.0,3390,5,6.09854741185733,444.8430026644011,265.3328082188834,279.4878779644126,458.56639663495616,724.3250670072439,15.0,15.0
340.0,3400,5,6.0263198798080335,414.2431170138795,246.95857570629695,294.7875481643662,461.62589829735543,709.0250675571076,15.0,15.000000000000002
341.0,3410,5,5.9540763124200735,383.6432482343557,228.58436068844827,310.087250070256,464.68544617757743,693.7250682215816,15.0,15.000000000000002
342.0,3420,5,5.881708009667482,353.0433999588372,210.21014639301626,325.38697868775876,467.7450333087298,678.4250689798299,15.0,15.000000000000002
343.0,3430,5,5.8090880425671445,322.4435773342766,191.8359142725849,340.6867298965874,470.8046538610057,663.1250698145567,15.0,15.000000000000002
344.0,3440,5,5.736062479121998,291.84378773532114,173.46164322588047,355.9865002274251,473.8643028602839,647.825070711824,15.0,15.000000000000002
345.0,3450,5,5.662438512524851,261.24404199188547,155.08730889300935,371.2862866866549,476.9239759588696,632.5250716601574,15.0,15.000000000000002
346.0,3460,5,5.587967145022006,230.6443565952213,136.71288321363278,386.58608660859704,479.98366923267383,617.225072649373,15.0,15.000000000000002
347.0,3470,5,5.512316251937895,200.04475791260526,118.33833490096067,401.88589751651745,483.04337897734405,601.9250736691926,15.0,15.0
348.0,3480,5,5.435025973580213,169.44529091899562,99.96363294505537,417.185716970258,486.1031014639092,586.6250747074316,15.0,15.000000000000002
349.0,3490,5,5.355429716883861,138.84603935028463,81.58876044999533,432.4855423685481,489.16283258082757,571.3250757471733,15.0,15.000000000000002
350.0,3500,5,5.272504479232703,108.24717975151887,63.21376820792458,447.7853706694179,492.2225672044532,556.0250767613551,15.0,15.000000000000002
351.0,3510,5,5.1825899166781495,77.64916333118967,44.83983409924598,463.08519830296683,495.27954825406397,540.7250776994974,15.0,15.000000000000002
352.0,3520,5,4.937767436396344,47.57795084068334,26.83221882538342,477.86067288050106,497.9034709415711,525.4250784443932,13.711103890546076,15.0
353.0,3530,5,4.574548713638217,21.945899653382877,11.607488471501753,488.21117014514635,497.7036298140291,510.12868180911767,10.112265243581799,15.000000000000002
354.0,3540,5,2.3994926939327152,8.902059212622175,4.813495798786465,489.227007234455,494.075793834976,498.0209875543049,6.510437116401039,15.000000000000002
355.0,3550,5,4.461211426127799,20.898676067847905,11.6375252460349,474.5851156808794,486.89367843919655,495.3893240064285,8.795227052434987,14.837265917942274
356.0,3560,5,3.4619112700774575,24.591006664325167,14.529795782070332,462.27689695536884,476.7802961889646,486.75971418520004,11.47956958196158,12.85052974501063
357.0,3570,5,2.7676273217861738,21.427610344733182,13.126188201283503,451.2807197584479,463.8229089717641,472.5839734484987,13.715592057151463,14.999999999999998
358.0,3580,5,2.4857227213882434,18.373427940962234,11.375152541126957,439.0299830799028,449.6695145009736,457.28406971465523,14.272873142436419,15.000000000000002
359.0,3590,5,2.7655441667482448,17.13109243057982,10.547221257028289,424.95218574552905,434.91244952766493,441.98416226762595,14.85782022360936,15.0
360.0,3600,5,2.774624578068369,16.845011688447684,10.324296843043353,409.91885921392924,419.75062045247006,426.6841875555829,15.0,15.000000000000002
361.0,3610,5,2.7837960296630557,16.574855783515524,10.164469609345883,394.87453847856494,404.55514424711436,411.3841916751018,15.0,15.000000000000002
362.0,3620,5,2.807354594455044,16.30214471218097,10.02455463231128,379.8390249756212,389.36399484304604,396.089916835725,14.999999999999996,15.0
363.0,3630,5,2.864766818576055,16.036184698402877,9.903484428310609,364.81343821535256,374.179860390216,380.8139612682602,15.0,15.000000000000002
364.0,3640,5,2.9652162238550708,15.776558836131949,9.801943617835072,349.79926876141803,359.00510064048063,365.5565050340492,15.0,15.000000000000002
365.0,3650,5,3.1051665402594235,15.524651549327244,9.722786825405823,334.7980427264037,343.84426450910325,350.316754714956,14.999616006573609,15.000000000000002
366.0,3660,5,3.2835705191024567,15.240082984026527,9.648484340978566,319.85428609802443,328.70792529390155,335.0943116703131,14.974336689279545,15.000000000000002
367.0,3670,5,3.4982457487431358,14.806869350694848,9.532941167619743,305.08739667698313,313.6209891807087,319.8902178091043,14.93394953061708,15.000000000000002
368.0,3680,5,3.7352685104243517,14.214268660429765,9.372673466763505,290.50953298462804,298.58713595599204,304.7058359866383,14.898154016339854,15.000000000000002
369.0,3690,5,3.972605872985539,13.520274445590195,9.17912068018844,276.0633876530565,283.6041351650633,289.54253499160455,14.861231314569432,15.000000000000002
370.0,3700,5,4.189412455382244,12.78919860414167,8.957870777040679,261.68412941470064,268.66967732607236,274.4018210169192,14.831807714428006,15.000000000000002
371.0,3710,5,4.374017648142476,12.139298318402473,8.717781664767603,247.31762369020123,253.7739582472371,259.28473854311846,14.813493896846277,15.000000000000002
372.0,3720,5,4.525693879173083,11.604106421505028,8.469240242870416,232.92806850423545,238.9068603705427,244.19177873234094,14.803580100580632,15.0
373.0,3730,5,4.651442989336728,11.128285626229578,8.221548104893452,218.5031050847506,224.06243485963984,229.1230386182586,14.796942547035687,15.000000000000002
374.0,3740,5,4.761257493317521,10.705199912047027,7.980484001279782,204.05096582926677,209.23975825260442,214.07844227037722,14.78904669180973,15.000000000000002
375.0,3750,5,4.8644971982835,10.319997265437959,7.747645237006277,189.59153863907846,194.4415580945832,199.05791472180152,14.777324656524453,15.000000000000002
376.0,3760,5,4.977471175819232,9.95619273365452,7.526146843358282,175.1475168547423,179.67568488633074,184.07728327476204,14.738547862045317,14.999999999999998
377.0,3770,5,5.1545216405652505,9.62159091629702,7.374606844201908,160.75974673155056,165.03000208176806,169.3402725407782,14.52196095846109,14.801219803906193
378.0,3780,5,5.3555587419650195,9.4125882784568,7.343213470854849,146.55903568651487,150.71055827041087,155.07052051295202,14.096805340487261,14.289340449338257
379.0,3790,5,5.528753142108328,9.341985119557924,7.383981821079766,132.7535517670497,136.89799630973502,141.37819153765415,13.516609882025108,13.619926697810088
380.0,3800,5,5.642453003380636,9.37477862428741,7.429751832789788,119.54092003284678,123.7240737928159,128.32410185753656,12.826004046040335,12.869911191256087
381.0,3810,5,5.642478804286563,9.338897033300665,7.448851718761236,107.05854983918586,111.2804373907361,115.96244054762829,12.0616066941169,12.090267255490785
382.0,3820,5,5.65325219554447,9.274248636844916,7.444590800762609,95.38058282438166,99.62592700780226,104.34831283448557,11.253199166401643,11.268088440479513
