t_s,x_m,y_m,z_m,vx_ms,vy_ms,vz_ms
0,-8,0,20,4,0,0
0.05,-7.79573631367405,0.0015325627224808,20.0059768036171,4.17038332286142,0.0613324828379407,0.239181375769106
0.1,-7.58297836847072,0.00613646850507304,20.0239291574033,4.33976461933871,0.122858189907045,0.479023900327292
0.15,-7.3617771312068,0.0138220521970277,20.0538904005628,4.50810916670761,0.18460413948495,0.719538797164982
0.2,-7.1321853205076,0.0246010109839592,20.0958944261621,4.6753816103707,0.246597817008007,0.960736992247328
0.25,-6.89425743915149,0.0384864293096863,20.1499756654787,4.84154593375241,0.308867238144071,1.20262908260881
0.3,-6.64804980792962,0.0554928070325976,20.2161690707165,5.00656542780636,0.371441015170275,1.44522530237813
0.35,-6.39362060103809,0.0756360909925744,20.2945100959509,5.17040266023408,0.43434842709438,1.68853548586781
0.4,-6.13102988301393,0.0989337101875636,20.3850346761468,5.33301944452948,0.497619494004283,1.93256902732977
0.45,-5.86033964722055,0.125404614784401,20.4877792040713,5.49437680898249,0.561285056182986,2.17733483693864
0.5,-5.58161385588077,0.155069319216843,20.6027805049026,5.65443496579988,0.625376858587218,2.42284129251767
0.55,-5.29491848164703,0.187949949655386,20.7300758083061,5.81315328053095,0.689927641357991,2.66909618646767
0.6,-5.00032155068814,0.224070296168829,20.8697027177258,5.97049024202179,0.754971237112401,2.91610666729487
0.65,-4.69789318725962,0.263455869937317,21.0216991766025,6.1264034331657,0.82054267585965,3.16387917505882
0.7,-4.38770565971007,0.306133965921351,21.1861034311967,6.2808495027692,0.886678298492847,3.41241936997369
0.75,-4.06983342785855,0.352133731441955,21.3629539896526,6.43378413891589,0.953415879934241,3.66173205329373
0.8,-3.74435319165697,0.401486241184608,21.5522895768933,6.58516204428445,1.02079476315826,3.91182107949341
0.85,-3.41134394102658,0.454224579204945,21.7541490848836,6.73493691396618,1.08885600548795,4.16268925861193
0.9,-3.0708870067278,0.510383928588911,21.9685715177384,6.88306141643263,1.15764253876054,4.41433824746524
0.95,-2.72306611208699,0.570001669505501,22.1955959310816,7.02948717842984,1.22719934519277,4.66676842823311
1,-2.36796742536141,0.63311748648852,22.4352613649847,7.17416477472509,1.29757365105263,4.91997877269615
1.05,-2.00567961247302,0.699773485896996,22.6876067697158,7.31704372380995,1.36881514056968,5.17396669012151
1.1,-1.63629388978116,0.770014324634888,22.9526709234283,7.45807249087596,1.4409761929016,5.42872785646631
1.15,-1.25990407649262,0.843887351362662,23.2304923407847,7.59719849963135,1.51411214543128,5.68425602217207
